Headline,Link,Source,Published Date,Tokens,Lemmatized
stock market s p 500 drop over slow economy concerns today com,https://news.google.com/rss/articles/CBMimAFBVV95cUxNc2dYVTIxLWFxMVdySndVdS1nd1ZIRHNOMHgxbDdPYVlVRFRZakZCS1JaZHVzWlVWYjFObV9jSFdDYXd3c3d2aXVkWl9NUVVHdlo1QXlveWdzZ2xDQlVnLW90clk5bTRMS0lSa1VuT0J4QlV2Q2VsT21RckdvanBobV9wQmE1cDQ1SkJrX2ZFSk9VNTVDNUlSMNIBZEFVX3lxTE02cWhUMzZTSmM2TUVLRFBQMmlMUF8wanIwdW1KNnhaa21xckxacDV6ODR6UlNqYS1WUm1iY3pQNWtKMEZ4RXpkQXU5V1dxRFJRYUgwMWZiOWdqU0NJY3pFb2hmMU0?oc=5,news.google.com,"Sat, 29 Mar 2025 15:32:07 GMT","['stock', 'market', 'p', '500', 'drop', 'slow', 'economy', 'concerns', 'today', 'com']","['stock', 'market', 'p', '500', 'drop', 'slow', 'economy', 'concern', 'today', 'com']"
stock market suffers another wipeout over inflation and tariff fears cbs news,https://news.google.com/rss/articles/CBMiigFBVV95cUxOelczRkNyVUY0N0l2WGdoX2E0c0U3MTdaLUFTRWhkS1I0MGVZdjZCNEtnZl9sNk4xcjA3anVESm1kNW5WaTBhVnJZZ25UbW9NbHIwTjRxbG1JdUlvZjJfSGROekVEWXBROE84OHl6Q21JcVFoSWRiVFdQZ3l6Wm1GVmNWLUtqZ2R5cnfSAY8BQVVfeXFMTk9TWHFSNC1LU1NXeHEyNlBuV0Rhd0xoLVpwUER6bmZCb0VYNXVoTWRlWkR3cW9sWllTLW5hVExXdTd4ai01aXBRa25EclRCVk9GQzlqSlFUcGs4eXBrRnNtYWtsb2ZUNUtHRG9mbDg1RTY3TTladlpRaVZkQWNQTl9WOVZ6QjJaNnZOUGd3WHM?oc=5,news.google.com,"Fri, 28 Mar 2025 19:09:00 GMT","['stock', 'market', 'suffers', 'another', 'wipeout', 'inflation', 'tariff', 'fears', 'cbs', 'news']","['stock', 'market', 'suffers', 'another', 'wipeout', 'inflation', 'tariff', 'fear', 'cbs', 'news']"
stock market news from march 28 2025 dow falls after auto tariff announcement barron s,https://news.google.com/rss/articles/CBMib0FVX3lxTE5TVkE5T1UwTElJV3RFcnRDYVg3RTlTdWlnRnR6RHZDb205UC04VmR6N3hwNUQteUtCdWpDSkxjOGVlMDdsSzRzdVNzamxsdlJEM0dBbFFjdFNlTTFrWkxLcW1OWHR5TGFheW56SXZRdw?oc=5,news.google.com,"Thu, 27 Mar 2025 21:15:00 GMT","['stock', 'market', 'news', 'march', '28', '2025', 'dow', 'falls', 'auto', 'tariff', 'announcement', 'barron']","['stock', 'market', 'news', 'march', '28', '2025', 'dow', 'fall', 'auto', 'tariff', 'announcement', 'barron']"
stock market today wall street dips and asia and europe recover a bit gv wire,https://news.google.com/rss/articles/CBMiogFBVV95cUxOa1paRl81N3czSVlCbkdfd1Z4M0h4dEpPM05RMXNtdk9pWTNEM0pLZEFid192bjhlMi04T0ItUlluNEtBWHV5Ri1aWnpHWDBYMWNwZTZOd2dUMjlJSG1BcTRHR3V4dDRTUVBzZTcwbHhyVl9HNlBzdWdMbWxERFl5WlVOY3BSNXI1XzlkdjAwY3laS0szcTE1dnBmbkhPVzdCZEE?oc=5,news.google.com,"Tue, 01 Apr 2025 14:22:24 GMT","['stock', 'market', 'today', 'wall', 'street', 'dips', 'asia', 'europe', 'recover', 'bit', 'gv', 'wire']","['stock', 'market', 'today', 'wall', 'street', 'dip', 'asia', 'europe', 'recover', 'bit', 'gv', 'wire']"
don t blame trump for all of the stock market s problems wsj,https://news.google.com/rss/articles/CBMinwFBVV95cUxNa1BSWWZaTDljZy1HZzJ0cEdDWHlCM005UkhvakhJeVdHVGdMZE1tMzVYbDRZbG51RzBJQ0o2LUROQlRoXzVCVDJ0VVJnZi1LWjRiVWZETEN2VjhEUlp0TDdxRFljOWtQUVZXSy1jYVhacWZFc0swMjE4RFZyVHUyMWdCYkpiWk04SThDelczMTVBd2w5bEFfdE1XRy1RaDQ?oc=5,news.google.com,"Thu, 27 Mar 2025 09:30:00 GMT","['blame', 'trump', 'stock', 'market', 'problems', 'wsj']","['blame', 'trump', 'stock', 'market', 'problem', 'wsj']"
cnbc s jim cramer goes nuclear on trump over stock market hits him with worst trump insult possible mediaite,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNTnVXZkxmU0FGV0hORzJmd2J6V3pKc2w5ZnBXekFxeWFKcjhPa09PblVnMjRCNWhKOGh0dXVqeS1iV3VDSjRlYmYzWmtvX2JidllqTno1VDlYTk9pRlQyNXluMDF3cnJZRUQ2SnBGaGdHMlZTcnA5dG95VENMemtDYmwzOEpPLXVGUk1yaVJ1bzBGR3BtbzFpSzRoNUN6aElhdV9tcjVOakk5MTM1cE51YjNKY0ZDaTl3cWN0a1VxSXlXNkFtTEZZY9IBzgFBVV95cUxQMmQ5STdOUHRHTEJ5TlVoa3FjWGNxX1phZ25wNm1iX3dya2w3MGlhaExNdFYyVjZuSDF5NUd4bFNnODEzMmZfeGhuTzRVTFlaSzFRcnVKMTB0U2tCWW04U001TlBGdkNvdU5DOUJFaGdZdzBkdXlBUEtXcllfQ1VHeEhjQ1J3X0JzekhTa2J3TWt3eUhKR0pmWmRGaVM2SFdIVHdsTThjYVcwNVlxQlpaLWdXdmZtYVZGTW13U2VDTmFXNWJUQ25sNDhqemVFUQ?oc=5,news.google.com,"Tue, 01 Apr 2025 13:24:00 GMT","['cnbc', 'jim', 'cramer', 'goes', 'nuclear', 'trump', 'stock', 'market', 'hits', 'worst', 'trump', 'insult', 'possible', 'mediaite']","['cnbc', 'jim', 'cramer', 'go', 'nuclear', 'trump', 'stock', 'market', 'hit', 'worst', 'trump', 'insult', 'possible', 'mediaite']"
wall street falls as tariff fears mount reuters,https://news.google.com/rss/articles/CBMikgFBVV95cUxPNXBDS0lZT3lMWWFPZWZybXJndmhiYkFJNWQ0aGpoNEVkVURsTEIyTWlMMDJta3VqV0RwOEtuTzVmV1pvOHFyeFR0Y2lrZUtqOV9QRy1GQ1FJWWtrWWdjZmRMWWN5dkJ3X0QwMHR0Z0pQN3JNczkyai1LZzJwM3lkMWR5MXd0V184MGdGTVlxSTRlZw?oc=5,news.google.com,"Tue, 01 Apr 2025 14:36:06 GMT","['wall', 'street', 'falls', 'tariff', 'fears', 'mount', 'reuters']","['wall', 'street', 'fall', 'tariff', 'fear', 'mount', 'reuters']"
dow closes 700 points lower as inflation and tariff fears worsen cnbc,https://news.google.com/rss/articles/CBMid0FVX3lxTE1Jc2NLdGJ0RDd6QklSdm9JNjE2NVhhQ2prVUxyUlVFeU52MUY5VzU1WWh3MWUtZ05uLXNhdHhzWGE4cWlPZkZUajVETG1vNXptbmlaLWZobm1zb3ZCdUxzQ05MUk04UlFRRGpCUE05X2dQb2hJVlQw0gF8QVVfeXFMUGNjUkJrRGZJYmFSMHZHMzBJZ01hM1h0eGtUTmdCNHBUbG5DU20tNFgtYk1SMUFQamRpbFAzLUZpTUZka2xzeXNocTNlc242dlE3dDJESHJEQ2daOW10UXFfSEg3LURoX180U0t1cjZOMjZ4cTZoaEVmOXAyWg?oc=5,news.google.com,"Fri, 28 Mar 2025 23:13:00 GMT","['dow', 'closes', '700', 'points', 'lower', 'inflation', 'tariff', 'fears', 'worsen', 'cnbc']","['dow', 'close', '700', 'point', 'lower', 'inflation', 'tariff', 'fear', 'worsen', 'cnbc']"
wall street wants to buy stock market s dips question is when bloomberg com,https://news.google.com/rss/articles/CBMisgFBVV95cUxPRHRxTmRzUFRJbDZiMWZrTjIzcFB1eS1GQVBERVVIOUZqQzV0VmZaQjBmMExVY2M1T0RIQmRYRExqSTFsTmRIUm04LTNfYVc5QkhENlhUdDZpU3NKQmk3Tkhtb0VOck15bXNGNlB0WmhIZ0ZkVXBDdUpNWXVlTTdzbGV6THhTYThLcGk1UG44ajcwX3ZHWUhOUUVLeGFndGRFWjNadFhuU0ZjYU9jMUZiSld3?oc=5,news.google.com,"Mon, 31 Mar 2025 10:30:07 GMT","['wall', 'street', 'wants', 'buy', 'stock', 'market', 'dips', 'question', 'bloomberg', 'com']","['wall', 'street', 'want', 'buy', 'stock', 'market', 'dip', 'question', 'bloomberg', 'com']"
us stocks post worst quarter since 2022 as trump tariff worries swirl financial times,https://news.google.com/rss/articles/CBMicEFVX3lxTE14WEpOSGZFNjhKa1lmTFlrb1o2a2dJeDJmcUF1eTl1UGlKMl93bEFNSkNpX0dQWl9xbnp2MWFkcHFPeGJPX3Q5R1dMMTFpeTNxM0s0Mjk0bGJDaEZlbzJ1WGtXQm5uR1JWZzAyRW1qdGQ?oc=5,news.google.com,"Mon, 31 Mar 2025 02:09:05 GMT","['us', 'stocks', 'post', 'worst', 'quarter', 'since', '2022', 'trump', 'tariff', 'worries', 'swirl', 'financial', 'times']","['u', 'stock', 'post', 'worst', 'quarter', 'since', '2022', 'trump', 'tariff', 'worry', 'swirl', 'financial', 'time']"
stock market today wall street falls as data suggests the trade war is hurting manufacturers dayton daily news,https://news.google.com/rss/articles/CBMi-AFBVV95cUxOMTFUZFFzcTE2QndEZXNzZTV2amd2Zk8tb3UtQnQzVXFiaUIwNVctTXZHV1FkMjdVS2tYS3NYRmVUQWZybGpXYWdOTWtLWEcyU1FGeGtRUWdiQVI1YVJXYUg3YnF5dE1TbGhGYXlZY3Jxa2pHUDJDMmxBSDRYYzMxSGpkTTBWSzlaaGE2UWNqSGVUMndBQjhRTHEzc3lPOTBDUzgzZ3lSWmJuNnJ0VXhrT2pqS0RUMzdncVRJQXR5dWR0bE1EWnhkTzl5T21CbzZjVEZMM1BnSXJOQVB2bXg3b1hrS1FRcjlZckJXLXg1MTRndW5PUk9aQw?oc=5,news.google.com,"Tue, 01 Apr 2025 14:58:49 GMT","['stock', 'market', 'today', 'wall', 'street', 'falls', 'data', 'suggests', 'trade', 'war', 'hurting', 'manufacturers', 'dayton', 'daily', 'news']","['stock', 'market', 'today', 'wall', 'street', 'fall', 'data', 'suggests', 'trade', 'war', 'hurting', 'manufacturer', 'dayton', 'daily', 'news']"
investors looking for trump tariff clarity on april 2 will likely be disappointed marketwatch,https://news.google.com/rss/articles/CBMizwFBVV95cUxNZzd1SlJrWmdLQTNkUUd5dEJOWXlBTHc2M0c2Ym44VUcwQ2pRMDFkUDF3M2NWUkoxWEw2NFRuYjlYTWtObGNXdzh0aFd3ZlJTS0liNEkwTkoxd3FPQlQxSWNVbUphd1JoZVZyUGs2S1hhMEg3aEcxdmpvdEI4WkVuaWQ4cmVCZnNyWWJOR213bFpDY2ptU09EdHdLNjRIajZiOTJoVHRnWTdtNTdlNTVfME0yR1pFa2hGajhBdnlZa3FGNEk4QXhaTnhvckJPZWs?oc=5,news.google.com,"Sun, 30 Mar 2025 15:59:00 GMT","['investors', 'looking', 'trump', 'tariff', 'clarity', 'april', '2', 'likely', 'disappointed', 'marketwatch']","['investor', 'looking', 'trump', 'tariff', 'clarity', 'april', '2', 'likely', 'disappointed', 'marketwatch']"
trump tariffs global shares slide as new us import taxes loom bbc,https://news.google.com/rss/articles/CBMiWkFVX3lxTFAxZDFPZUpuQ0xmY0xGMHlhQl9GRlJ3NHk3SmtKUW1uWDBCcVVlQzFxdkF2TDJiM0s4TjFLSlcyV2oxNE9RVjJWY29xTWhvRk8ya25mLXRrX0cyd9IBX0FVX3lxTE0wc0NhdnZSVjNsTWJJMDdGVl80ZzJELVVTVVJnQnNOMXRSZXBzb1dOQmU4WlcwdGdOT1l3UHAtMzBSbnN0bUdOOGNXeGF0bG0wellvamhRdXJ0RDFVd1RV?oc=5,news.google.com,"Mon, 31 Mar 2025 20:55:47 GMT","['trump', 'tariffs', 'global', 'shares', 'slide', 'new', 'us', 'import', 'taxes', 'loom', 'bbc']","['trump', 'tariff', 'global', 'share', 'slide', 'new', 'u', 'import', 'tax', 'loom', 'bbc']"
trump tariffs are a nightmare for stock markets next quarter could be more terrifying and 5 other things to know today barron s,https://news.google.com/rss/articles/CBMikwFBVV95cUxNYXE4S1hiekF4ZFU3RUx6UDdJSFNyeVRXczE1aHpNNFlnQTl5TXY5OFVHTjUwcDZwX0w2UFBOdUpjdjBDS0tkUnlCeGE3UC16MV9XWWlMTVZ3bFI5eHNrLWlUU1NrTnhIUVNDRGNVeDBOdk9xS1hZYXRpbDAyTlYzX196ZnJGRmxEaWpKbXY5R3hFZUk?oc=5,news.google.com,"Mon, 31 Mar 2025 10:47:00 GMT","['trump', 'tariffs', 'nightmare', 'stock', 'markets', 'next', 'quarter', 'could', 'terrifying', '5', 'things', 'know', 'today', 'barron']","['trump', 'tariff', 'nightmare', 'stock', 'market', 'next', 'quarter', 'could', 'terrifying', '5', 'thing', 'know', 'today', 'barron']"
stock market today wall street slumps as nvidia tesla and other big tech stocks drop ap news,https://news.google.com/rss/articles/CBMinAFBVV95cUxPNUlScEhqRmQxQmUxdHdEc2xOUUd3MGJ2bGtlcVZnbmMxUFBPVDRaWWFkYWNhZHl1Mng1b0g1ZXhteEpNeHpMZFlFeUdQN21ob0tqOTE2QURLVGNHbmhPTnNmOVRkTldFR01Vb29pNnlXMy1KMllDMEFnRkE2YmxLWjQzU0lDc3VoTHNzSGY0Z2pCemZ6UFlNZFAwOHg?oc=5,news.google.com,"Wed, 26 Mar 2025 21:05:00 GMT","['stock', 'market', 'today', 'wall', 'street', 'slumps', 'nvidia', 'tesla', 'big', 'tech', 'stocks', 'drop', 'ap', 'news']","['stock', 'market', 'today', 'wall', 'street', 'slump', 'nvidia', 'tesla', 'big', 'tech', 'stock', 'drop', 'ap', 'news']"
meta pins or snap which social media stock can withstand a market correction yahoo finance,https://news.google.com/rss/articles/CBMifkFVX3lxTE9yamtVTU03OVI3VkRqaFdXZFNvX2tFbGYzZTdlSDl4S0k2aGgtMm1TS0l4WGxvWjlTZHVYM2ItZlY3bVljRVNSYzdfYWFUcWcybkF3VlBaQ0g3U2JUbTdPSkh6elVYbVFOQWZ6WXl5YnNJVWk2MGhTd3k5V1dKdw?oc=5,news.google.com,"Tue, 01 Apr 2025 11:59:03 GMT","['meta', 'pins', 'snap', 'social', 'media', 'stock', 'withstand', 'market', 'correction', 'yahoo', 'finance']","['meta', 'pin', 'snap', 'social', 'medium', 'stock', 'withstand', 'market', 'correction', 'yahoo', 'finance']"
5 things to know before the stock market opens thursday cnbc,https://news.google.com/rss/articles/CBMiowFBVV95cUxOZzF3eWNybmFtbWRMTGpLSk4zeGJvOFFGVzl4bkhCQ0paOExKR3l3S3loRnE5cExNZHdVZW55RFJkRnhxc3g1VThBMVUweG4xU2tVNm1wc1FXaEpsS3ByU05qUVEtbFRlX1JfZjBoSFdfelhDekFaQ1Z3ZlNyeFNxMXR2MXNHbmRYTzRNU2tnZE8xd0xEazRySTdRODRnSVFkdF9j0gGoAUFVX3lxTE9qN0dzeDk1a2FOb1BCZlZlV091Q24wSy1tSW1ZbDNRN3NfQjF6dmt3TlZaZDcwaWF5VU1tanRycEcwZ1QtY3c0dkxPZlBaZ3NfX24xNzItNVlPcWR0MkUta21RdVRNMy0zTVYzNE9zQkNzaFlWX0R2WFZ2VDNOQTRlVlk0NV9nWE5PR3FxSXRKVTRoUUhjWHgteGhLeTVNSWtpX0VGbU5uZw?oc=5,news.google.com,"Thu, 27 Mar 2025 12:00:01 GMT","['5', 'things', 'know', 'stock', 'market', 'opens', 'thursday', 'cnbc']","['5', 'thing', 'know', 'stock', 'market', 'open', 'thursday', 'cnbc']"
opinion the stock market s oversold rally is peaking and so is the 10 year u s treasury marketwatch,https://news.google.com/rss/articles/CBMivgFBVV95cUxONlNsU3NCTUJsTmdRVWhHQ3h4MkpiZnl2QjZsd21YemhYNlJPY25QbzlfVHIxNnRFRmdmVHVaRWNNeXdnSUNTNTgtVDdjN3pTSFlLZGFhT3FzRzRxRTZNN0ZpR2hOelpudjVMck94eXYwVUUzd1l3cXVXN3JXZzh3QzdNdDRYYnRRcHFkbDdYUFhZa0xHYkZFZENsUjV3enBUVDByYTNNdWVPeDJKWmI0ZGV1VjJOOUdSaFZHa0tn?oc=5,news.google.com,"Thu, 27 Mar 2025 21:09:00 GMT","['opinion', 'stock', 'market', 'oversold', 'rally', 'peaking', '10', 'year', 'u', 'treasury', 'marketwatch']","['opinion', 'stock', 'market', 'oversold', 'rally', 'peaking', '10', 'year', 'u', 'treasury', 'marketwatch']"
stocks see wild swings in run up to tariff rollout markets wrap bloomberg com,https://news.google.com/rss/articles/CBMitAFBVV95cUxNQUlFN3I4ODZ0Q1pBQlNZdkFtenh3c2cwS0hLUnUyM0NuVVQ3VFlXMU12Ul85bGphQk9acFJlalFHRWZQRXgxSlNPbHVucW1fOXpfZWJURTVkMGZ3N1p5VUY0anF3M2pYemdYM1RoT1dRcXhQcllPOFBjRHJ5aWNRaXNSXzBsYllmaDJaTF9CVEk3aFI3TzZPdWZ1N2NESkE3Wnd1MnZDRFBWWlJoQmFyd3pmNzE?oc=5,news.google.com,"Sun, 30 Mar 2025 22:31:48 GMT","['stocks', 'see', 'wild', 'swings', 'run', 'tariff', 'rollout', 'markets', 'wrap', 'bloomberg', 'com']","['stock', 'see', 'wild', 'swing', 'run', 'tariff', 'rollout', 'market', 'wrap', 'bloomberg', 'com']"
stock market today back down goes wall street as big tech resumes its slide ap news,https://news.google.com/rss/articles/CBMikwFBVV95cUxORmZaMnNJQVF4UEFYek1NaVRxcC1KdmxLLXY1OENBMkdSMVJNeXpvTVlOTGRCN2czWThPTUZsUnhtakZxYWdWamVJT1dja1RqTEdIWWFNdDZNd2psS2pDMFVnR1JHT1ZTMjAtQUVIaGYyRGMtQ1Z5VjBTX2FGTWZBcldDQy1KczlLckxMM3FhZGtTajA?oc=5,news.google.com,"Tue, 18 Mar 2025 07:00:00 GMT","['stock', 'market', 'today', 'back', 'goes', 'wall', 'street', 'big', 'tech', 'resumes', 'slide', 'ap', 'news']","['stock', 'market', 'today', 'back', 'go', 'wall', 'street', 'big', 'tech', 'resume', 'slide', 'ap', 'news']"
goldman sachs slashed its s p 500 target again with tariffs set to hit stock returns and economic growth business insider,https://news.google.com/rss/articles/CBMitAFBVV95cUxObDVHelNoWGtLRE5velJIMngxR1kxTGhTamVsN24zYmxkdnVYbDJvOThYT2M5dDRlS0ZjMlA5eDgtQUdrLVpGNlU2RTNvTzkzOGJlcGl5ckFaRldfVU5Ib0QwakJCOFhIVFBfSEpvUlRzNFp6MGpsM0M4Nzhidjc1NldTMU5nM2hFQjVnUlhRVHpvZ09YWFNIdFJELTJ2NjhBdTZ6M1VDbU5tek5qcUJDRjh6UE4?oc=5,news.google.com,"Mon, 31 Mar 2025 13:58:00 GMT","['goldman', 'sachs', 'slashed', 'p', '500', 'target', 'tariffs', 'set', 'hit', 'stock', 'returns', 'economic', 'growth', 'business', 'insider']","['goldman', 'sachs', 'slashed', 'p', '500', 'target', 'tariff', 'set', 'hit', 'stock', 'return', 'economic', 'growth', 'business', 'insider']"
they re laying the groundwork for things to get worse why trump s economic messaging isn t calming wall street politico,https://news.google.com/rss/articles/CBMipAFBVV95cUxOb0RFRk1rT2JBbmwxSklHakVHdl94X3luSGVlWDJrR3BCVUlfb2NPR1BqWjdZY05aSTdfaHludWRCd2ptNkotMmY2djhOdFpuNXItSXYwVmdrZ2JudWxial9pQmo4SVBzNjZhVktBSGFmcEJHd0JIdXJESjdoVWxwd2Vrd25pWXd5VzdEUzFQTUNqc3ozLUw3U2NRNjFpR3RPcGVDUg?oc=5,news.google.com,"Mon, 31 Mar 2025 08:50:00 GMT","['laying', 'groundwork', 'things', 'get', 'worse', 'trump', 'economic', 'messaging', 'calming', 'wall', 'street', 'politico']","['laying', 'groundwork', 'thing', 'get', 'worse', 'trump', 'economic', 'messaging', 'calming', 'wall', 'street', 'politico']"
investors pour record 11 billion into europe etfs to make europe great again reuters,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQRGd1THJwSG5sdVkycEp1TXpaMUJfSHRRSlplaG4zd0psam9jN1NUUk5FdGxxdV9ua09CVzF2SklocTROclI3SmtwT3pKa2lfTWY3dW9OS2xkT2NweW82cl9IVUpYSmNSbzZLWlNTRElfRmw1OXR0dkZVbDk1YlVUTXctSktTWERVZ2NHUEtDWTl4RkI0d3FiMnBEbE5ldjlhM1c3UXpUQ0VCQjA3dmE1T1oyOFhLSDBz?oc=5,news.google.com,"Tue, 01 Apr 2025 14:39:21 GMT","['investors', 'pour', 'record', '11', 'billion', 'europe', 'etfs', 'make', 'europe', 'great', 'reuters']","['investor', 'pour', 'record', '11', 'billion', 'europe', 'etf', 'make', 'europe', 'great', 'reuters']"
stock market plunges on inflation tariff uncertainty dow sheds 700 pts nasdaq 480 pts usa today,https://news.google.com/rss/articles/CBMipAFBVV95cUxPVENzUnJtNXN4QVFtTXIxQXRZM1ZqQWFhWHBYdllTOFVMY3o4YzRyM2dzUTFVRUxZclFBZ3JsUEVuUVY4NWVieXBjLXEzZVItenMtLTJDTURNWk15ZWNBcXpXNEF5b29fZ1ZjenFlZERPbFhFV0J3VXNVV2I4RTVtbjlxT2R5QU10el8tUkR1N0lYdEFYV2lQYzhqT1NfSkpadE1oaw?oc=5,news.google.com,"Fri, 28 Mar 2025 20:17:05 GMT","['stock', 'market', 'plunges', 'inflation', 'tariff', 'uncertainty', 'dow', 'sheds', '700', 'pts', 'nasdaq', '480', 'pts', 'usa', 'today']","['stock', 'market', 'plunge', 'inflation', 'tariff', 'uncertainty', 'dow', 'shed', '700', 'pt', 'nasdaq', '480', 'pt', 'usa', 'today']"
us stock market crash recession fears grow global markets fall as trump s liberation day tariffs loom times of india,https://news.google.com/rss/articles/CBMinwJBVV95cUxQbm5PTVJaQjNuSjM5MDZvM0I5VDA0T0VYVGtzdXRvekFqSjRfcUxjWXJpcW81dVBsTUJSWlpJcWJxNmx4cWo5SXlHdndmNDVXNVNrRjlXTUhyY2FRU2x4NTAzQmFISng1SzcwUldfd28zbWpTNjJWdkJQdXpjYkVvWWJuQjUxMGt6WnE4aUJObFNPSFU3V0haa1JvY1FtZnVQZHRocGJiVmVta2tfTGU4eXhpWE4tY002R1NHNVRWU0pTZWZlT3ZYQWNJTEs0Sklxelg0bFRIYzhCNFdfTEZaY0x4VEtjc05CLWVRSGQ1c1RjVnpoeGQ2b0RzY0x1bFAwdWJldXZCdDhGaWdGNm9JMDhiZTVIQ0t6Nk9zckdlTdIBpAJBVV95cUxPWnQ2d2dUc08zbnE1LTl2M1YzWDBTaVZrbHoweFEtSUlrZjFDOVFBLThua1c0NkJPcW0wLW44UXFVX0tlVk5kYXAyWHFUc056VmU5T2NJOUhSeWZENktxTWU1aE9KZjc0MVM2X3pkYkVMNjhnMHB5bkpOcXRNc2tYUnUyc1FscXdDOWVjVFdnVkI5M3lDMmpvX2FGR25veW9iV2sxV2liLTZWbU5YTUFOVjY3SGZCZEtiTmFvODlLTmVZZEFHRkdnQy1NdThSR0lQeGtGTVpaalUzUEFPZTlqYVcyb0ZqSGh6TGhVeS1rSlU3bnhTTlBkcThrTnJiVnFXbWlaMWFWb3VWNHpCZUN4ODg0OEVsa2ZqQU5oenhIRjd5eklp?oc=5,news.google.com,"Mon, 31 Mar 2025 16:41:00 GMT","['us', 'stock', 'market', 'crash', 'recession', 'fears', 'grow', 'global', 'markets', 'fall', 'trump', 'liberation', 'day', 'tariffs', 'loom', 'times', 'india']","['u', 'stock', 'market', 'crash', 'recession', 'fear', 'grow', 'global', 'market', 'fall', 'trump', 'liberation', 'day', 'tariff', 'loom', 'time', 'india']"
stock market today wall street drifts and asia and europe recover a bit ahead of liberation day star beacon,https://news.google.com/rss/articles/CBMi9wFBVV95cUxNcjgzaDlyb1hET0E1Z2drVkU5dWFtelNoOGV1TXlHbWlZQVFQOE96THlLOF81N2hMSUJrcWphd1kwTE55cjU3ZlptaGFMZ3otMUxyNzlmV1NlTXZLbW8tekd3Q3lwRnFxVWZXbzZCSFJaV25YdkdYZllzTjVIMjlyeVpsbmZ3a2ZzNEE3TGlUMUpwVTdyaE5yekxFTXJJdmpENVJ4SHByX2lQUm5lanVEeUVCREFyZDVSZVBObGxHSTJ2TlRXeG4teFhfc29lNGQxb2puSUxlX1BaeDJBSm13Sm9BOVJaVm81TENIUVNQb2l2Y3FvcWY4?oc=5,news.google.com,"Tue, 01 Apr 2025 14:53:48 GMT","['stock', 'market', 'today', 'wall', 'street', 'drifts', 'asia', 'europe', 'recover', 'bit', 'ahead', 'liberation', 'day', 'star', 'beacon']","['stock', 'market', 'today', 'wall', 'street', 'drift', 'asia', 'europe', 'recover', 'bit', 'ahead', 'liberation', 'day', 'star', 'beacon']"
